palabra1,palabra2,idioma1,idioma2,dist_euclidiana,dist_coseno,sim_ort,comparten_inicial,diff_len,label
aventura,adventure,es,en,0.896498048,0.598153945,0.823529412,1,1,C
adapt,adaptar,en,es,0.931559499,0.566070119,0.833333333,1,2,C
adopt,adoptar,en,es,0.881997319,0.611047108,0.833333333,1,2,C
adopción,adoption,es,en,0.813557521,0.669079381,0.75,1,0,C
agent,agente,en,es,0.850703432,0.638148099,0.909090909,1,1,C
august,agosto,en,es,0.925578549,0.571648228,0.666666667,1,0,C
aire,air,es,en,1.014407832,0.485504096,0.857142857,1,1,C
alarm,alarma,en,es,0.935095904,0.562805933,0.909090909,1,1,C
allergic,alergico,en,es,1.094927806,0.400574205,0.875,1,0,C
announce,anunciar,en,es,0.944130086,0.554299942,0.625,1,0,C
appear,aparecer,en,es,0.992670993,0.50729201,0.571428571,1,2,C
apetito,appetite,es,en,0.946535102,0.55205944,0.8,1,1,C
area,área,en,es,0.969358669,0.530202781,0.75,0,0,C
aritmética,arithmetic,es,en,0.917743423,0.578875272,0.8,1,0,C
artist,artista,en,es,0.888514811,0.60528827,0.923076923,1,1,C
association,asociación,en,es,0.868971881,0.622425145,0.761904762,1,1,C
astronomer,astrónomo,en,es,0.838118333,0.648803923,0.736842105,1,1,C
atmósfera,atmosphere,es,en,0.912552716,0.583643147,0.631578947,1,1,C
atención,attention,es,en,1.05636063,0.442056327,0.705882353,1,1,C
autógrafo,autograph,es,en,1.027804544,0.471809423,0.666666667,1,0,C
automóvil,automobile,es,en,0.972540133,0.527058926,0.736842105,1,1,C
bicycle,bicicleta,en,es,0.97360776,0.52603073,0.75,1,2,C
biography,biografía,en,es,0.863295129,0.627382012,0.666666667,1,0,C
blouse,blusa,en,es,1.091950603,0.403790979,0.727272727,1,1,C
brilliant,brillante,en,es,1.010853758,0.489101727,0.888888889,1,0,C
cabin,cabina,en,es,1.141398331,0.348613963,0.909090909,1,1,C
cafetería,cafeteria,es,en,1.023184499,0.476500667,0.888888889,1,0,C
camera,cámara,en,es,1.130949415,0.360521436,0.666666667,1,0,C
camouflage,camuflaje,en,es,0.927772391,0.569587665,0.842105263,1,1,C
captain,capitán,en,es,0.919387601,0.577358395,0.714285714,1,0,C
capturar,capture,es,en,0.899280023,0.595677009,0.8,1,1,C
catástrofe,catastrophe,es,en,0.924190024,0.572917062,0.761904762,1,1,C
cause,causa,en,es,1.053056964,0.445488933,0.8,1,0,C
celebrar,celebrate,es,en,0.961304109,0.537945036,0.823529412,1,1,C
centro,center,es,en,1.0130284,0.486883,0.833333333,1,0,C
cerámica,ceramic,es,en,0.938176966,0.559898096,0.8,1,1,C
ceremony,ceremonia,en,es,0.838257126,0.648666853,0.823529412,1,1,C
chimney,chimenea,en,es,1.049418753,0.449370795,0.8,1,1,C
chimpanzee,chimpancé,en,es,0.93044117,0.567168081,0.736842105,1,1,C
circle,círculo,en,es,0.920791556,0.576046058,0.615384615,1,1,C
clase,class,es,en,0.954360838,0.544583525,0.8,1,0,C
costa,coast,es,en,0.982585711,0.517288476,0.8,1,0,C
colony,colonia,en,es,1.0293116,0.470274948,0.769230769,1,1,C
comité,committee,es,en,0.949668995,0.549076323,0.666666667,1,3,C
común,common,es,en,0.88024174,0.612621045,0.727272727,1,1,C
completo,complete,es,en,1.082284976,0.414373019,0.875,1,0,C
compañía,company,es,en,0.894721571,0.599724529,0.666666667,1,1,C
concierto,concert,es,en,0.878149879,0.614449862,0.875,1,2,C
confeti,confetti,es,en,1.048127674,0.450673521,0.933333333,1,1,C
confusing,confuso,en,es,1.071849182,0.425550326,0.75,1,2,C
confusión,confusion,es,en,0.913098954,0.583120802,0.888888889,1,0,C
constelación,constellation,es,en,0.935010321,0.56286617,0.8,1,1,C
construcción,construction,es,en,0.875374606,0.616859298,0.833333333,1,0,C
contagious,contagioso,en,es,0.999681314,0.500325423,0.9,1,0,C
continent,continente,en,es,0.997408853,0.502602115,0.947368421,1,1,C
continuar,continue,es,en,1.017906283,0.481932997,0.823529412,1,1,C
contract,contrato,en,es,0.852313282,0.636768651,0.875,1,0,C
contribution,contribución,en,es,0.902244474,0.592941767,0.833333333,1,0,C
curioso,curious,es,en,1.077345052,0.419641511,0.857142857,1,0,C
december,diciembre,en,es,0.925778975,0.57146207,0.705882353,1,1,C
decidir,decide,es,en,1.017091033,0.482784517,0.769230769,1,1,C
decoración,decoration,es,en,1.027616183,0.47201304,0.8,1,0,C
delicate,delicado,en,es,0.971609875,0.527994524,0.75,1,0,C
depend,depender,en,es,1.176402724,0.308023365,0.857142857,1,2,C
deportar,deport,es,en,1.07526759,0.42188003,0.857142857,1,2,C
describir,describe,es,en,0.915686234,0.58078131,0.823529412,1,1,C
destroy,destruir,en,es,0.892215153,0.601970623,0.666666667,1,1,C
detener,detain,es,en,1.233868696,0.238804275,0.615384615,1,1,C
determine,determinar,en,es,0.875020097,0.617155832,0.842105263,1,1,C
dictador,dictator,es,en,0.883027752,0.610129539,0.875,1,0,C
diferente,different,es,en,1.036862161,0.462451883,0.888888889,1,0,C
dirección,direction,es,en,0.886484884,0.607052076,0.777777778,1,0,C
directamente,directly,es,en,0.849599617,0.639076276,0.6,1,4,C
disappear,desaparecer,en,es,1.022924122,0.476801332,0.6,1,2,C
disaster,desastre,en,es,0.904394643,0.591019045,0.75,1,0,C
discriminación,discrimination,es,en,0.943369302,0.555026905,0.857142857,1,0,C
discuss,discutir,en,es,1.009245946,0.490714173,0.666666667,1,1,C
disgrace,desgracia,en,es,1.105280245,0.389179404,0.705882353,1,1,C
distancia,distance,es,en,0.96016033,0.539044544,0.823529412,1,1,C
distribute,distribuir,en,es,0.951345001,0.547499882,0.8,1,0,C
dólar,dollar,es,en,0.937800331,0.560287454,0.727272727,1,1,C
double,doble,en,es,0.974869432,0.524791456,0.909090909,1,1,C
dinamita,dynamite,es,en,1.066196281,0.431616306,0.75,1,0,C
eléctrico,electric,es,en,0.903754978,0.591619691,0.823529412,1,1,C
enormous,enorme,en,es,0.949076809,0.549617861,0.714285714,1,2,C
energía,energy,es,en,0.834245587,0.65202926,0.769230769,1,1,C
entrar,enter,es,en,0.913250628,0.582960871,0.727272727,1,1,C
escape,escapar,en,es,0.959217118,0.539960963,0.769230769,1,1,C
especially,especialmente,en,es,0.913490531,0.582796281,0.695652174,1,3,C
evolution,evolución,en,es,0.908962805,0.586902047,0.777777778,1,0,C
examine,examinar,en,es,0.976454991,0.523276018,0.8,1,1,C
exclamar,exclaim,es,en,1.244680513,0.225451473,0.8,1,1,C
explosión,explosion,es,en,0.858710824,0.631293433,0.888888889,1,0,C
exótico,exotic,es,en,0.934738782,0.563133412,0.769230769,1,1,C
extraordinary,extraordinario,en,es,1.014919268,0.484993038,0.888888889,1,1,C
family,familia,en,es,0.771934874,0.70204573,0.769230769,1,1,C
famous,famoso,en,es,0.893408344,0.600947213,0.833333333,1,0,C
fascinar,fascinate,es,en,1.036443737,0.462877167,0.823529412,1,1,C
favorito,favorite,es,en,0.951672817,0.547172283,0.875,1,0,C
feroz,ferocious,es,en,1.053210886,0.445359901,0.571428571,1,4,C
finalmente,finally,es,en,0.977854677,0.521918662,0.588235294,1,3,C
flower,flor,en,es,0.946347674,0.552197269,0.8,1,2,C
afortunadamente,fortunately,es,en,1.0167054,0.483122971,0.692307692,0,4,C
fruta,fruit,es,en,1.008241385,0.491714223,0.8,1,0,C
furioso,furious,es,en,1.097716389,0.39753731,0.857142857,1,0,C
galaxy,galaxia,en,es,0.986098915,0.51381372,0.769230769,1,1,C
jardín,garden,es,en,0.944742282,0.553736785,0.666666667,0,0,C
glorious,glorioso,en,es,1.061024806,0.437119743,0.875,1,0,C
group,grupo,en,es,0.832937255,0.653096642,0.8,1,0,C
guide,guía,en,es,0.910947847,0.585083205,0.444444444,1,1,C
historia,history,es,en,0.946964118,0.551619585,0.8,1,1,C
hora,hour,es,en,1.050809507,0.447894351,0.75,1,0,C
human,humano,en,es,1.008276172,0.491712469,0.909090909,1,1,C
identificación,identification,es,en,0.936063636,0.561884105,0.857142857,1,0,C
imaginar,imagine,es,en,1.109507593,0.384458681,0.8,1,1,C
inmediatamente,immediately,es,en,0.92057242,0.576277761,0.64,1,3,C
inmigrantes,immigrants,es,en,0.888378585,0.605389953,0.857142857,1,1,C
importance,importancia,en,es,1.02144599,0.478345957,0.857142857,1,1,C
importante,important,es,en,0.886726598,0.606860875,0.947368421,1,1,C
impresionado,impressed,es,en,0.966678214,0.532772664,0.666666667,1,3,C
impression,impresión,en,es,1.153470255,0.334732558,0.842105263,1,1,C
incredible,increíble,en,es,0.964644826,0.534775391,0.842105263,1,1,C
independencia,independence,es,en,0.860728831,0.629585427,0.88,1,1,C
information,información,en,es,0.895295577,0.599267282,0.818181818,1,0,C
insectos,insects,es,en,0.977092334,0.52265988,0.933333333,1,1,C
insist,insistir,en,es,1.177504552,0.306717066,0.857142857,1,2,C
inspection,inspección,en,es,0.898171715,0.596649898,0.8,1,0,C
intelligence,inteligencia,en,es,0.88241573,0.610671058,0.833333333,1,0,C
interesante,interesting,es,en,0.979102839,0.520660775,0.727272727,1,0,C
interrupt,interrumpir,en,es,1.032379644,0.467069609,0.8,1,2,C
introduction,introducción,en,es,0.827296223,0.657781447,0.833333333,1,0,C
invent,inventar,en,es,0.941216893,0.557039788,0.857142857,1,2,C
investigar,investigate,es,en,0.908601238,0.587224411,0.857142857,1,1,C
invitación,invitation,es,en,0.931458131,0.56618221,0.8,1,0,C
invite,invitar,en,es,0.991308902,0.508662676,0.769230769,1,1,C
island,isla,en,es,0.831297456,0.654460099,0.8,1,2,C
líder,leader,es,en,0.884806934,0.608576212,0.727272727,1,1,C
limón,lemon,es,en,1.061288349,0.436826728,0.6,1,0,C
lente,lens,es,en,0.992638771,0.507353287,0.666666667,1,1,C
lesson,lección,en,es,0.997537959,0.502493497,0.461538462,1,1,C
lessons,lecciones,en,es,0.921988595,0.574976839,0.625,1,2,C
línea,line,es,en,0.878171492,0.614447635,0.666666667,1,1,C
lista,list,es,en,0.920485568,0.576360553,0.888888889,1,1,C
localizar,locate,es,en,0.873069236,0.618875195,0.533333333,1,3,C
machine,máquina,en,es,1.077773074,0.419191919,0.428571429,1,0,C
magia,magic,es,en,0.924723889,0.57242561,0.8,1,0,C
magician,mago,en,es,0.947426087,0.551217542,0.5,1,4,C
magnífico,magnificent,es,en,0.926650042,0.570670425,0.7,1,2,C
manner,manera,en,es,1.158898796,0.328510069,0.833333333,1,0,C
mapa,map,es,en,0.908630618,0.587193196,0.857142857,1,1,C
marchar,march,es,en,1.371013275,0.060157982,0.833333333,1,2,C
medal,medalla,en,es,0.88592253,0.607559023,0.833333333,1,2,C
memoria,memory,es,en,0.775608729,0.699215881,0.769230769,1,1,C
millón,million,es,en,0.946216128,0.552348685,0.769230769,1,1,C
minute,minuto,en,es,0.901236367,0.593870075,0.833333333,1,0,C
minutes,minutos,en,es,0.811681927,0.670619125,0.857142857,1,0,C
momento,moment,es,en,1.039820162,0.459376233,0.923076923,1,1,C
monumento,monument,es,en,0.850612585,0.638235247,0.941176471,1,1,C
mucho,much,es,en,1.026964323,0.472663703,0.888888889,1,1,C
música,music,es,en,0.884177855,0.609086153,0.727272727,1,1,C
necesidad,necessity,es,en,1.030765313,0.468782575,0.666666667,1,0,C
nervioso,nervous,es,en,0.985960141,0.513926941,0.8,1,1,C
obediencia,obedience,es,en,0.940506667,0.557755139,0.842105263,1,1,C
object,objeto,en,es,1.016333493,0.483549618,0.833333333,1,0,C
observatory,observatorio,en,es,0.988755278,0.511200084,0.869565217,1,1,C
abate,abatir,en,es,1.336866568,0.106402531,0.727272727,1,1,FC
able,hable,en,es,1.439867292,-0.036650438,0.888888889,0,1,FC
absolutely,absoluto,en,es,1.251294698,0.217062275,0.777777778,1,2,FC
abstract,abstracto,en,es,0.954264486,0.544672732,0.941176471,1,1,FC
accommodate,acomodar,en,es,0.980134072,0.519686956,0.736842105,1,3,FC
accord,acordar,en,es,1.225933844,0.248540426,0.769230769,1,1,FC
archivar,achieve,es,en,1.403479736,0.015152929,0.666666667,1,1,FC
actuality,actualidad,en,es,1.383874745,0.042426323,0.736842105,1,1,FC
actualize,actualizar,en,es,1.311892412,0.139456035,0.842105263,1,1,FC
actually,actualmente,en,es,1.372558254,0.058018757,0.631578947,1,3,FC
advertisement,Advertencia,en,es,1.349051834,0.090041882,0.583333333,1,2,FC
affluent,afluente,en,es,1.371011317,0.060159967,0.875,1,0,FC
alien,alienar,en,es,1.29085328,0.166863122,0.833333333,1,2,FC
anchor,ancho,en,es,1.39949906,0.020671977,0.909090909,1,1,FC
anticuado,antique,es,en,1.33147644,0.113534012,0.625,1,2,FC
apología,apology,es,en,1.251011215,0.217459842,0.8,1,1,FC
apuntar,appoint,es,en,1.431409138,-0.024560801,0.571428571,1,0,FC
argument,argumento,en,es,1.129195081,0.362477473,0.941176471,1,1,FC
arm,arma,en,es,1.293464797,0.163451539,0.857142857,1,1,FC
articulate,articular,en,es,1.110687854,0.383175047,0.842105263,1,1,FC
asesino,assassin,es,en,1.110612466,0.383216349,0.666666667,1,1,FC
asistir,assist,es,en,1.252858152,0.215167225,0.769230769,1,1,FC
assume,asumir,en,es,1.141247528,0.348796615,0.666666667,1,0,FC
asylum,asilo,en,es,0.990342183,0.509642877,0.545454545,1,1,FC
atender,attend,es,en,1.256304605,0.210878481,0.769230769,1,1,FC
avocado,abogado,en,es,1.494273359,-0.116446114,0.714285714,1,0,FC
bachiller,bachelor,es,en,1.153980242,0.334173482,0.705882353,1,1,FC
balde,bald,es,en,1.420557591,-0.008934834,0.888888889,1,1,FC
balloon,balón,en,es,1.289069835,0.169168099,0.666666667,1,2,FC
banco,bank,es,en,0.962206158,0.53705502,0.666666667,1,1,FC
barco,bark,es,en,1.355024361,0.081910633,0.666666667,1,1,FC
bat,bate,en,es,1.252456786,0.215634703,0.857142857,1,1,FC
billion,billón,en,es,1.032108444,0.467384186,0.769230769,1,1,FC
bizarro,bizarre,es,en,1.225649403,0.248883192,0.857142857,1,0,FC
blando,bland,es,en,1.288751896,0.169507681,0.909090909,1,1,FC
boda,body,es,en,1.463957482,-0.071646812,0.75,1,0,FC
bravo,brave,es,en,1.328698668,0.117263546,0.8,1,0,FC
burglar,burgués,en,es,1.36659749,0.066234868,0.571428571,1,0,FC
camp,campo,en,es,1.21454883,0.262435954,0.888888889,1,1,FC
candido,candid,es,en,1.361217569,0.073602724,0.923076923,1,1,FC
capa,cap,es,en,1.211536694,0.266077134,0.857142857,1,1,FC
carpet,carpeta,en,es,1.29661224,0.159363733,0.923076923,1,1,FC
cart,carta,en,es,1.413680703,0.000744097,0.888888889,1,1,FC
cartón,cartoon,es,en,1.325953751,0.120901748,0.769230769,1,1,FC
cast,casto,en,es,1.45594105,-0.05987402,0.888888889,1,1,FC
casualty,casualidad,en,es,1.445701166,-0.044997172,0.666666667,1,2,FC
celular,cellular,es,en,0.990817476,0.509153139,0.933333333,1,1,FC
carácter,character,es,en,1.243026331,0.227416193,0.823529412,1,1,FC
choke,chocar,en,es,1.367781737,0.064539815,0.545454545,1,1,FC
clon,clown,es,en,1.42023598,-0.008579205,0.888888889,1,1,FC
codo,code,es,en,1.424717242,-0.014935877,0.75,1,0,FC
college,colegio,en,es,1.131996223,0.359259325,0.714285714,1,0,FC
comfort,confortar,en,es,1.072565289,0.424853044,0.75,1,2,FC
cómico,comic,es,en,1.153159824,0.335095179,0.727272727,1,1,FC
commodity,comodidad,en,es,1.411926878,0.003320642,0.666666667,1,0,FC
complex,complejo,en,es,0.900802337,0.594261027,0.8,1,1,FC
compromise,compromiso,en,es,1.17573753,0.308803371,0.9,1,0,FC
concrete,concreto,en,es,1.170158964,0.315348733,0.875,1,0,FC
console,consolar,en,es,1.309374202,0.142716714,0.8,1,1,FC
constipado,constipated,es,en,1.114043698,0.379400706,0.857142857,1,1,FC
contemplar,contemplate,es,en,1.199734146,0.280313931,0.857142857,1,1,FC
contest,contestar,en,es,1.348276418,0.09103281,0.875,1,2,FC
convention,convicción,en,es,1.414119811,0.000110822,0.5,1,0,FC
corno,corn,es,en,1.450678783,-0.052229925,0.888888889,1,1,FC
costumbre,costume,es,en,1.367525791,0.064999227,0.875,1,2,FC
craneo,crane,es,en,1.337910524,0.104983417,0.909090909,1,1,FC
curse,curso,en,es,1.459585119,-0.065187799,0.8,1,0,FC
dare,dar,en,es,1.345992496,0.094150642,0.857142857,1,1,FC
date,dato,en,es,1.289265372,0.168920596,0.75,1,0,FC
decent,decente,en,es,1.043740121,0.455284013,0.923076923,1,1,FC
decepción,deception,es,en,1.241173002,0.229738867,0.777777778,1,0,FC
delight,delito,en,es,1.524086582,-0.161369314,0.769230769,1,1,FC
demorar,demure,es,en,1.493177441,-0.114746233,0.615384615,1,1,FC
deporte,deport,es,en,1.452445675,-0.054838534,0.923076923,1,1,FC
desert,desierto,en,es,0.902677041,0.592600793,0.857142857,1,2,FC
designio,design,es,en,1.387371363,0.03757089,0.857142857,1,2,FC
despite,despistar,en,es,1.404053849,0.01430396,0.75,1,2,FC
devil,débil,en,es,1.39441198,0.027802798,0.6,1,0,FC
dinner,dinero,en,es,1.363588992,0.070335483,0.833333333,1,0,FC
disgusto,disgust,es,en,1.11048615,0.383448281,0.933333333,1,1,FC
diversion,diversión,en,es,1.324314751,0.123118054,0.888888889,1,0,FC
educado,educated,es,en,0.999397378,0.5006228,0.8,1,1,FC
embarrassed,embarazada,en,es,1.262418591,0.203112101,0.666666667,1,1,FC
engañar,engage,es,en,1.263153098,0.202212715,0.615384615,1,1,FC
envy,enviar,en,es,1.480830122,-0.096377532,0.6,1,2,FC
excited,excitado,en,es,1.02004917,0.479750743,0.8,1,1,FC
exit,éxito,en,es,1.400506687,0.019256772,0.666666667,0,1,FC
fábrica,fabric,es,en,1.312584858,0.138521992,0.769230769,1,1,FC
farmacia,farm,es,en,1.384592594,0.041475672,0.666666667,1,4,FC
fiesta,feast,es,en,1.105261675,0.389205477,0.727272727,1,1,FC
fianza,fiancé,es,en,1.360626121,0.074336737,0.666666667,1,0,FC
fila,file,es,en,1.347126379,0.09266531,0.75,1,0,FC
firm,firma,en,es,1.251742789,0.21654127,0.888888889,1,1,FC
flor,floor,es,en,1.450828046,-0.052432666,0.888888889,1,1,FC
forma,form,es,en,1.072739917,0.424604716,0.888888889,1,1,FC
ganga,gang,es,en,1.402965028,0.015859066,0.888888889,1,1,FC
gente,gentle,es,en,1.388949146,0.035416255,0.909090909,1,1,FC
globos,gloves,es,en,1.290610751,0.167225806,0.666666667,1,0,FC
got,gota,en,es,1.404148372,0.014154686,0.857142857,1,1,FC
grape,grapa,en,es,1.365804525,0.067338767,0.8,1,0,FC
grass,grasa,en,es,1.393914786,0.02842558,0.8,1,0,FC
grip,gripa,en,es,1.375854687,0.053525181,0.888888889,1,1,FC
grosería,grocery,es,en,1.493898467,-0.11582142,0.666666667,1,1,FC
gross,grueso,en,es,1.3652184,0.068070246,0.545454545,1,1,FC
hazard,azar,en,es,1.396122197,0.025374716,0.8,0,2,FC
humano,humane,es,en,1.323649108,0.124011779,0.833333333,1,0,FC
hurtar,hurt,es,en,1.289841618,0.168149858,0.8,1,2,FC
idioma,idiom,es,en,1.306656248,0.146337816,0.909090909,1,1,FC
ignorar,ignore,es,en,1.063854374,0.434125391,0.769230769,1,1,FC
impreso,impressed,es,en,1.430515697,-0.023218502,0.75,1,2,FC
improvisar,improve,es,en,1.381708927,0.045416117,0.705882353,1,3,FC
influencia,influenza,es,en,1.483736874,-0.100715106,0.842105263,1,1,FC
injury,injuria,en,es,1.284213635,0.175378646,0.769230769,1,1,FC
instancia,instance,es,en,1.244693982,0.225394545,0.823529412,1,1,FC
insulto,insult,es,en,1.016059304,0.483782934,0.923076923,1,1,FC
integer,íntegro,en,es,1.385225837,0.040566592,0.714285714,0,0,FC
intoxicado,intoxicated,es,en,1.158849468,0.32857272,0.857142857,1,1,FC
introducir,introduce,es,en,0.97682912,0.522902605,0.842105263,1,1,FC
jamón,jam,es,en,1.363899663,0.069904718,0.75,1,2,FC
jornalero,journalist,es,en,1.356119032,0.080463077,0.631578947,1,1,FC
joya,joy,es,en,1.294587579,0.162045616,0.857142857,1,1,FC
juice,juicio,en,es,1.4356616,-0.030493129,0.727272727,1,1,FC
large,largo,en,es,1.321633119,0.126657299,0.8,1,0,FC
lectura,lecture,es,en,1.253914826,0.213841537,0.857142857,1,0,FC
legend,leyenda,en,es,0.941571782,0.556698399,0.769230769,1,1,FC
lent,lento,en,es,1.398920577,0.021423194,0.888888889,1,1,FC
librarian,librero,en,es,1.208807094,0.269359384,0.625,1,2,FC
library,librería,en,es,1.098546995,0.396588362,0.666666667,1,1,FC
luxury,lujuria,en,es,1.41383927,0.000559513,0.615384615,1,1,FC
magazine,magacín,en,es,1.227742677,0.246330095,0.666666667,1,1,FC
major,mayor,en,es,1.127999965,0.363810279,0.8,1,0,FC
mantel,mantle,es,en,1.333071967,0.11148642,0.833333333,1,0,FC
master,maestro,en,es,0.970846332,0.528735629,0.769230769,1,1,FC
molest,molestar,en,es,1.230613615,0.242796826,0.857142857,1,2,FC
molester,molesto,en,es,1.320611006,0.127983436,0.8,1,1,FC
nota,note,es,en,1.232729869,0.240163783,0.75,1,0,FC
notice,noticia,en,es,1.313010803,0.137959278,0.769230769,1,1,FC
novela,novel,es,en,0.869691233,0.62183407,0.909090909,1,1,FC
nude,nudo,en,es,1.447737145,-0.047922073,0.75,1,0,FC
oficio,office,es,en,1.316820086,0.132937025,0.666666667,1,0,FC
overol,overall,es,en,1.35771258,0.07830474,0.769230769,1,1,FC
parada,parade,es,en,1.286689084,0.172181031,0.833333333,1,0,FC
parientes,parents,es,en,1.198364502,0.28193253,0.875,1,2,FC
pathetic,patético,en,es,1.135494469,0.355309822,0.75,1,0,FC
piece,pieza,en,es,0.990457177,0.509476811,0.6,1,0,FC
play,playa,en,es,1.372350298,0.058356182,0.888888889,1,1,FC
plomero,plumber,es,en,1.11706434,0.376103345,0.714285714,1,0,FC
policy,policía,en,es,1.43435726,-0.028707899,0.769230769,1,1,FC
preservativo,preservative,es,en,1.271808154,0.191359471,0.916666667,1,0,FC
pretend,pretender,en,es,1.144873386,0.344658158,0.875,1,2,FC
pretensión,pretension,es,en,1.094018281,0.401547057,0.9,1,0,FC
primo,prime,es,en,1.238537735,0.233012984,0.8,1,0,FC
probar,probe,es,en,1.349231481,0.089806897,0.727272727,1,1,FC
pulp,pulpo,en,es,1.381409972,0.045903235,0.888888889,1,1,FC
quiet,quieto,en,es,1.178311321,0.305793169,0.909090909,1,1,FC
quit,quite,en,es,1.368976804,0.063018498,0.888888889,1,1,FC
quotation,cotización,en,es,1.389501555,0.034642199,0.526315789,0,1,FC
realize,realizar,en,es,1.40158334,0.017825246,0.8,1,1,FC
reclamar,reclaim,es,en,1.086752718,0.409480973,0.8,1,1,FC
record,recordar,en,es,1.405997514,0.011514774,0.857142857,1,2,FC
regresar,regret,es,en,1.372474215,0.058174081,0.714285714,1,2,FC
relatives,relativos,en,es,1.414868238,-0.001006571,0.888888889,1,0,FC
remark,remarcar,en,es,1.363317381,0.070680908,0.714285714,1,2,FC
remove,remover,en,es,0.99544706,0.504533432,0.923076923,1,1,FC
resume,resumir,en,es,1.341696687,0.099930076,0.769230769,1,1,FC
resumen,resumé,es,en,1.29201447,0.165299812,0.769230769,1,1,FC
retirar,retire,es,en,1.243088629,0.227333767,0.769230769,1,1,FC
risa,rise,es,en,1.444020557,-0.042640699,0.75,1,0,FC
ropa,rope,es,en,1.365611215,0.067608758,0.75,1,0,FC
rose,rosa,en,es,1.178287762,0.30579296,0.75,1,0,FC
serio,serious,es,en,1.076663601,0.420413611,0.833333333,1,2,FC
several,severo,en,es,1.415972397,-0.002532029,0.769230769,1,1,FC
sign,signo,en,es,1.181367758,0.302201858,0.888888889,1,1,FC
soap,sopa,en,es,1.367805937,0.064556351,0.75,1,0,FC
espectáculos,spectacles,es,en,1.218959926,0.257073692,0.727272727,0,2,FC
estampa,stamp,es,en,1.225834181,0.248659292,0.833333333,0,2,FC
stationery,estacionario,en,es,1.494697618,-0.117015631,0.636363636,0,2,FC
success,suceso,en,es,1.339900843,0.102342896,0.769230769,1,1,FC
soportar,support,es,en,1.290331612,0.16753583,0.666666667,1,1,FC
simpático,sympathetic,es,en,1.107618883,0.386574983,0.6,1,2,FC
tabla,table,es,en,1.034293493,0.465117739,0.8,1,0,FC
tail,tal,en,es,1.489857443,-0.109788547,0.857142857,1,1,FC
target,targeta,en,es,1.225746646,0.248743694,0.923076923,1,1,FC
tax,taxi,en,es,1.388580066,0.035868439,0.857142857,1,1,FC
terrorífico,terrific,es,en,1.224223893,0.250671882,0.736842105,1,3,FC
tirado,tired,es,en,1.351570165,0.086591636,0.727272727,1,1,FC
tópico,topic,es,en,1.313476193,0.137443455,0.727272727,1,1,FC
tramp,trampa,en,es,1.356821845,0.079555006,0.909090909,1,1,FC
trap,trapo,en,es,1.353687763,0.083802128,0.888888889,1,1,FC
tronco,trunk,es,en,1.169441016,0.316230541,0.545454545,1,1,FC
ultimate,último,en,es,1.312864875,0.138182275,0.571428571,0,2,FC
últimamente,ultimately,es,en,1.406047905,0.01148277,0.666666667,0,1,FC
vacación,vacation,es,en,0.965494697,0.533924764,0.75,1,0,FC
varios,various,es,en,1.044433861,0.454584908,0.923076923,1,1,FC
vaso,vase,es,en,1.1558566,0.332024492,0.75,1,0,FC
vegetal,vegetable,es,en,1.181545776,0.302016934,0.875,1,2,FC
victim,víctima,en,es,0.950879472,0.547926224,0.769230769,1,1,FC
violation,violación,en,es,1.044022634,0.454990451,0.777777778,1,0,FC
vagón,wagon,es,en,1.136665808,0.354007191,0.6,0,0,FC
yacht,yate,en,es,0.989449483,0.510475842,0.666666667,1,1,FC
yard,yarda,en,es,1.148863334,0.340067534,0.888888889,1,1,FC
